MonsoonOP	WarehouseLocator	Quantity	SKU
d	W  -A-H -012-001-1380	1	mon0001227719
d	W  -A-H -012-001-1390	1	mon0000400862
d	W  -A-H -012-001-1393	1	mon0000377522
d	W  -A-H -012-001-1400	1	mon0001227728
d	W  -A-H -012-001-1406	1	mon0000764841
d	W  -A-H -012-001-1407	1	mon0001227730
d	W  -A-H -012-001-1409	1	mon0000489418
d	W  -A-H -012-001-1410	1	mon0000489418
d	W  -A-H -012-001-1411	1	mon0000489418
d	W  -A-H -012-001-1412	1	mon0001227731
d	W  -A-H -012-001-1413	1	mon0001227732
d	W  -A-H -012-001-1417	1	mon0001227735
d	W  -A-H -012-001-1421	1	mon0000321290
d	W  -A-H -012-001-1424	1	mon0000297961
d	W  -A-H -012-001-1427	1	mon0000309545
d	W  -A-H -012-001-1428	1	mon0000845055
d	W  -A-I -001-001-56	1	mon0000917427
d	W  -A-I -001-001-414	1	mon0000918310
d	W  -A-I -001-001-1009	1	mon0001063074
d	W  -A-I -001-001-1042	1	mon0000804511
d	W  -A-I -001-001-1256	1	mon0001101902
d	W  -A-I -001-001-1258	1	mon0000370506
d	W  -A-I -001-001-1262	1	mon0001168639
d	W  -A-I -001-001-1267	1	mon0000406205
d	W  -A-I -001-001-1270	1	mon0000846542
d	W  -A-I -001-001-1276	1	mon0000721308
d	W  -A-I -001-001-1293	1	mon0000332006
d	W  -A-I -001-001-1295	1	mon0001213557
d	W  -A-I -001-001-1305	1	mon0001171472
d	W  -A-I -001-001-1314	1	mon0001213565
d	W  -A-I -001-001-1315	1	mon0001213566
d	W  -A-I -001-001-1327	1	mon0001213572
d	W  -A-I -001-001-1361	1	mon0001213594
d	W  -A-I -001-001-1365	1	mon0000342606
d	W  -A-I -001-001-1378	1	mon0001213600
d	W  -A-I -001-001-1381	1	mon0001131193
d	W  -A-I -001-001-1394	1	mon0000378607
d	W  -A-I -001-001-1404	1	mon0000483421
d	W  -A-I -001-001-1410	1	mon0001226670
d	W  -A-I -001-001-1413	1	mon0000324283
d	W  -A-I -001-001-1416	1	mon0001226673
d	W  -A-I -001-001-1417	1	mon0000496277
d	W  -A-I -001-001-1426	1	mon0001226678
d	W  -A-I -001-001-1428	1	mon0001207857
d	W  -A-I -001-001-1434	1	mon0001226692
d	W  -A-I -001-001-1440	1	mon0001226698
d	W  -A-I -001-001-1448	1	mon0001226699
d	W  -A-I -001-001-1449	1	mon0001226700
d	W  -A-I -001-001-1452	1	mon0000324261
d	W  -A-I -002-001-1036	1	mon0000875244
d	W  -A-I -002-001-1252	1	mon0000853973
d	W  -A-I -002-001-1280	1	mon0001111432
d	W  -A-I -002-001-1290	1	mon0000388628
d	W  -A-I -002-001-1319	1	mon0000722839
d	W  -A-I -002-001-1431	1	mon0001184537
d	W  -A-I -002-001-1443	1	mon0000354122
d	W  -A-I -002-001-1444	1	mon0001184542
d	W  -A-I -002-001-1456	1	mon0001184549
d	W  -A-I -002-001-1478	1	mon0000377655
d	W  -A-I -002-001-1487	1	mon0000508714
d	W  -A-I -002-001-1488	1	mon0001140154
d	W  -A-I -002-001-1493	1	mon0001184568
d	W  -A-I -002-001-1497	1	mon0001088363
d	W  -A-I -002-001-1498	1	mon0001184570
d	W  -A-I -002-001-1513	1	mon0001184581
d	W  -A-I -002-001-1528	1	mon0001226713
d	W  -A-I -002-001-1529	1	mon0001130630
d	W  -A-I -002-001-1533	1	mon0001226714
d	W  -A-I -002-001-1562	1	mon0000522666
d	W  -A-I -002-001-1568	1	mon0000415406
d	W  -A-I -002-001-1571	1	mon0001226735
d	W  -A-I -002-001-1580	1	mon0001226741
d	W  -A-I -002-001-1592	1	mon0001226748
d	W  -A-I -002-001-1600	1	mon0000342584
d	W  -A-I -002-001-1618	1	mon0001226757
d	W  -A-I -002-001-1621	1	mon0001207828
d	W  -A-I -002-001-1628	1	mon0001226759
d	W  -A-I -002-001-1630	1	mon0001226760
d	W  -A-I -002-001-1631	1	mon0000560869
d	W  -A-I -002-001-1639	1	mon0001215226
d	W  -A-I -002-001-1641	1	mon0000671041
d	W  -A-I -002-001-1644	1	mon0000461642
d	W  -A-I -003-001-1014	1	mon0001130150
d	W  -A-I -003-001-1021	1	mon0001130154
d	W  -A-I -003-001-1023	1	mon0001130156
d	W  -A-I -003-001-1113	1	mon0001184815
d	W  -A-I -003-001-1119	1	mon0000379704
d	W  -A-I -003-001-1123	1	mon0001184819
d	W  -A-I -003-001-1124	1	mon0001184819
d	W  -A-I -003-001-1125	1	mon0001184819
d	W  -A-I -003-001-1126	1	mon0001184819
d	W  -A-I -003-001-1127	1	mon0001184819
d	W  -A-I -003-001-1128	1	mon0001184819
d	W  -A-I -003-001-1129	1	mon0001184819
d	W  -A-I -003-001-1130	1	mon0001184819
d	W  -A-I -003-001-1131	1	mon0001184819
d	W  -A-I -003-001-1132	1	mon0001184819
d	W  -A-I -003-001-1133	1	mon0001184819
d	W  -A-I -003-001-1134	1	mon0001184819
d	W  -A-I -003-001-1135	1	mon0001184819
d	W  -A-I -003-001-1136	1	mon0001184819
d	W  -A-I -003-001-1137	1	mon0001184819
d	W  -A-I -003-001-1141	1	mon0000473276
d	W  -A-I -003-001-1163	1	mon0000350529
d	W  -A-I -003-001-1169	1	mon0001184837
d	W  -A-I -003-001-1170	1	mon0001184838
d	W  -A-I -003-001-1203	1	mon0001060916
d	W  -A-I -003-001-1212	1	mon0001226763
d	W  -A-I -003-001-1221	1	mon0000390661
d	W  -A-I -003-001-1226	1	mon0001194371
d	W  -A-I -003-001-1229	1	mon0001226769
d	W  -A-I -003-001-1235	1	mon0000478237
d	W  -A-I -003-001-1243	1	mon0001226773
d	W  -A-I -003-001-1244	1	mon0000378604
d	W  -A-I -003-001-1246	1	mon0001226774
d	W  -A-I -003-001-1248	1	mon0000453921
d	W  -A-I -003-001-1250	1	mon0001226776
d	W  -A-I -003-001-1259	1	mon0000521603
d	W  -A-I -003-001-1263	1	mon0000465506
d	W  -A-I -003-001-1271	1	mon0000758867
d	W  -A-I -003-001-1272	1	mon0001200070
d	W  -A-I -003-001-1274	1	mon0001198833
d	W  -A-I -003-001-1276	1	mon0001121302
d	W  -A-I -003-001-1284	1	mon0001097547
d	W  -A-I -003-001-1285	1	mon0001207348
d	W  -A-I -003-001-1287	1	mon0001222537
d	W  -A-I -003-001-1290	1	mon0001226786
d	W  -A-I -003-001-1297	1	mon0001226789
d	W  -A-I -003-001-1298	1	mon0000487908
d	W  -A-I -004-001-344	1	mon0000906802
d	W  -A-I -004-001-664	1	mon0000914755
d	W  -A-I -004-001-926	1	mon0001087666
d	W  -A-I -004-001-1028	1	mon0001129649
d	W  -A-I -004-001-1055	1	mon0001129669
d	W  -A-I -004-001-1097	1	mon0001129704
d	W  -A-I -004-001-1133	1	mon0001005985
d	W  -A-I -004-001-1165	1	mon0001147566
d	W  -A-I -004-001-1189	1	mon0000815296
d	W  -A-I -004-001-1231	1	mon0001184872
d	W  -A-I -004-001-1233	1	mon0001184873
d	W  -A-I -004-001-1235	1	mon0000313447
d	W  -A-I -004-001-1251	1	mon0001184876
d	W  -A-I -004-001-1261	1	mon0000440093
d	W  -A-I -004-001-1264	1	mon0000429259
d	W  -A-I -004-001-1271	1	mon0001182984
d	W  -A-I -004-001-1277	1	mon0001118128
d	W  -A-I -004-001-1302	1	mon0001100808
d	W  -A-I -004-001-1303	1	mon0001100808
d	W  -A-I -004-001-1310	1	mon0000381421
d	W  -A-I -004-001-1322	1	mon0001184899
d	W  -A-I -004-001-1326	1	mon0000567638
d	W  -A-I -004-001-1337	1	mon0001221027
d	W  -A-I -004-001-1340	1	mon0001221029
d	W  -A-I -004-001-1341	1	mon0001221030
d	W  -A-I -004-001-1362	1	mon0000870906
d	W  -A-I -004-001-1365	1	mon0001221038
d	W  -A-I -004-001-1374	1	mon0000427749
d	W  -A-I -004-001-1384	1	mon0000852888
d	W  -A-I -004-001-1386	1	mon0000577389
d	W  -A-I -004-001-1387	1	mon0001221047
d	W  -A-I -004-001-1388	1	mon0001221048
d	W  -A-I -004-001-1402	1	mon0001226814
d	W  -A-I -004-001-1407	1	mon0001226816
d	W  -A-I -004-001-1409	1	mon0001226817
d	W  -A-I -004-001-1410	1	mon0001226818
d	W  -A-I -004-001-1422	1	mon0000732119
d	W  -A-I -004-001-1423	1	mon0001226824
d	W  -A-I -004-001-1426	1	mon0001226827
d	W  -A-I -004-001-1432	1	mon0000324382
d	W  -A-I -004-001-1445	1	mon0001226837
d	W  -A-I -004-001-1447	1	mon0001131382
d	W  -A-I -004-001-1451	1	mon0001226842
d	W  -A-I -004-001-1452	1	mon0001226843
d	W  -A-I -004-001-1457	1	mon0001010343
d	W  -A-I -004-001-1460	1	mon0001226846
d	W  -A-I -005-001-296	1	mon0000359858
d	W  -A-I -005-001-768	1	mon0001052988
d	W  -A-I -005-001-784	1	mon0001053000
d	W  -A-I -005-001-816	1	mon0000414412
d	W  -A-I -005-001-901	1	mon0000426452
d	W  -A-I -005-001-910	1	mon0000796399
d	W  -A-I -005-001-915	1	mon0001087745
d	W  -A-I -005-001-918	1	mon0000794430
d	W  -A-I -005-001-1052	1	mon0001147517
d	W  -A-I -005-001-1057	1	mon0001125443
d	W  -A-I -005-001-1061	1	mon0001147521
d	W  -A-I -005-001-1075	1	mon0000890539
d	W  -A-I -005-001-1092	1	mon0001147542
d	W  -A-I -005-001-1095	1	mon0001147544
d	W  -A-I -005-001-1109	1	mon0001147551
d	W  -A-I -005-001-1112	1	mon0001147554
d	W  -A-I -005-001-1114	1	mon0000450761
d	W  -A-I -005-001-1116	1	mon0001147557
d	W  -A-I -005-001-1117	1	mon0001068800
d	W  -A-I -005-001-1131	1	mon0001187731
d	W  -A-I -005-001-1163	1	mon0001187748
d	W  -A-I -005-001-1164	1	mon0000829386
d	W  -A-I -005-001-1182	1	mon0001187756
d	W  -A-I -005-001-1192	1	mon0001226847
d	W  -A-I -005-001-1202	1	mon0000315851
d	W  -A-I -005-001-1203	1	mon0001226851
d	W  -A-I -005-001-1208	1	mon0001226852
d	W  -A-I -005-001-1213	1	mon0000324283
d	W  -A-I -005-001-1219	1	mon0001226857
d	W  -A-I -005-001-1222	1	mon0001226858
d	W  -A-I -005-001-1223	1	mon0001226859
d	W  -A-I -005-001-1224	1	mon0001226860
d	W  -A-I -005-001-1230	1	mon0000582892
d	W  -A-I -005-001-1231	1	mon0001226863
d	W  -A-I -005-001-1232	1	mon0001226864
d	W  -A-I -005-001-1233	1	mon0000416412
d	W  -A-I -005-001-1236	1	mon0001226866
d	W  -A-I -005-001-1240	1	mon0001226869
d	W  -A-I -005-001-1252	1	mon0000302574
d	W  -A-I -005-001-1253	1	mon0000823265
d	W  -A-I -005-001-1256	1	mon0000757111
d	W  -A-I -005-001-1257	1	mon0001226885
d	W  -A-I -005-001-1258	1	mon0001226886
d	W  -A-I -005-001-1259	1	mon0001226887
d	W  -A-I -005-001-1265	1	mon0001226891
d	W  -A-I -005-001-1271	1	mon0001226896
d	W  -A-I -005-001-1278	1	mon0001226899
d	W  -A-I -005-001-1279	1	mon0001100473
d	W  -A-I -005-001-1283	1	mon0001226901
d	W  -A-I -005-001-1284	1	mon0001226902
d	W  -A-I -005-001-1286	1	mon0001226904
d	W  -A-I -005-001-1290	1	mon0001226906
d	W  -A-I -005-001-1294	1	mon0001226909
d	W  -A-I -005-001-1296	1	mon0001226911
d	W  -A-I -005-001-1297	1	mon0001226912
d	W  -A-I -005-001-1300	1	mon0001226914
d	W  -A-I -005-001-1309	1	mon0000427751
d	W  -A-I -005-001-1310	1	mon0001173761
d	W  -A-I -005-001-1315	1	mon0000421530
d	W  -A-I -006-001-853	1	mon0000923073
d	W  -A-I -006-001-855	1	mon0001046939
d	W  -A-I -006-001-857	1	mon0001087753
d	W  -A-I -006-001-863	1	mon0000423630
d	W  -A-I -006-001-892	1	mon0001102973
d	W  -A-I -006-001-910	1	mon0000363574
d	W  -A-I -006-001-914	1	mon0000829414
d	W  -A-I -006-001-941	1	mon0000461331
d	W  -A-I -006-001-962	1	mon0000302556
d	W  -A-I -006-001-963	1	mon0000333829
d	W  -A-I -006-001-969	1	mon0001130324
d	W  -A-I -006-001-1071	1	mon0001130389
d	W  -A-I -006-001-1084	1	mon0001130395
d	W  -A-I -006-001-1088	1	mon0001130399
d	W  -A-I -006-001-1182	1	mon0001147455
d	W  -A-I -006-001-1189	1	mon0001147459
d	W  -A-I -006-001-1193	1	mon0001140189
d	W  -A-I -006-001-1204	1	mon0001147468
d	W  -A-I -006-001-1206	1	mon0001147470
d	W  -A-I -006-001-1218	1	mon0001187767
d	W  -A-I -006-001-1227	1	mon0001187771
d	W  -A-I -006-001-1232	1	mon0001187772
d	W  -A-I -006-001-1269	1	mon0001187788
d	W  -A-I -006-001-1280	1	mon0000304313
d	W  -A-I -006-001-1281	1	mon0000343555
d	W  -A-I -006-001-1287	1	mon0001221051
d	W  -A-I -006-001-1295	1	mon0000303399
d	W  -A-I -006-001-1306	1	mon0001221056
d	W  -A-I -006-001-1311	1	mon0000457944
d	W  -A-I -006-001-1322	1	mon0001221065
d	W  -A-I -006-001-1334	1	mon0001065889
d	W  -A-I -006-001-1335	1	mon0001221070
d	W  -A-I -006-001-1366	1	mon0001226920
d	W  -A-I -006-001-1367	1	mon0001226931
d	W  -A-I -006-001-1369	1	mon0001226932
d	W  -A-I -006-001-1376	1	mon0001226937
d	W  -A-I -006-001-1379	1	mon0001226939
d	W  -A-I -006-001-1380	1	mon0001226939
d	W  -A-I -006-001-1381	1	mon0001226939
d	W  -A-I -006-001-1382	1	mon0001226939
d	W  -A-I -006-001-1383	1	mon0001226939
d	W  -A-I -006-001-1384	1	mon0001226939
d	W  -A-I -006-001-1385	1	mon0001226939
d	W  -A-I -006-001-1386	1	mon0001226939
d	W  -A-I -006-001-1387	1	mon0001226939
d	W  -A-I -006-001-1388	1	mon0001226939
d	W  -A-I -006-001-1389	1	mon0001226939
d	W  -A-I -006-001-1390	1	mon0001226940
d	W  -A-I -006-001-1392	1	mon0001226941
d	W  -A-I -006-001-1393	1	mon0000795801
d	W  -A-I -006-001-1394	1	mon0001226942
d	W  -A-I -006-001-1400	1	mon0001226948
d	W  -A-I -006-001-1410	1	mon0000458683
d	W  -A-I -006-001-1412	1	mon0001226958
d	W  -A-I -006-001-1415	1	mon0001226961
d	W  -A-I -006-001-1425	1	mon0001226966
d	W  -A-I -007-001-935	1	mon0001045501
d	W  -A-I -007-001-971	1	mon0001102300
d	W  -A-I -007-001-989	1	mon0000470776
d	W  -A-I -007-001-998	1	mon0000350079
d	W  -A-I -007-001-1064	1	mon0001131479
d	W  -A-I -007-001-1111	1	mon0001131515
d	W  -A-I -007-001-1117	1	mon0001131518
d	W  -A-I -007-001-1130	1	mon0000645458
d	W  -A-I -007-001-1164	1	mon0001172846
d	W  -A-I -007-001-1176	1	mon0000377066
d	W  -A-I -007-001-1187	1	mon0000308345
d	W  -A-I -007-001-1189	1	mon0001172859
d	W  -A-I -007-001-1222	1	mon0001173392
d	W  -A-I -007-001-1228	1	mon0001184625
d	W  -A-I -007-001-1242	1	mon0001184636
d	W  -A-I -007-001-1243	1	mon0001184637
d	W  -A-I -007-001-1253	1	mon0001184646
d	W  -A-I -007-001-1263	1	mon0000382534
d	W  -A-I -007-001-1271	1	mon0000348905
d	W  -A-I -007-001-1280	1	mon0000363668
d	W  -A-I -007-001-1297	1	mon0000512040
d	W  -A-I -007-001-1333	1	mon0001141440
d	W  -A-I -007-001-1337	1	mon0001226968
d	W  -A-I -007-001-1339	1	mon0001226969
d	W  -A-I -008-001-1034	1	mon0000309030
d	W  -A-I -008-001-1261	1	mon0000899919
d	W  -A-I -008-001-1385	1	mon0001131694
d	W  -A-I -008-001-1393	1	mon0001131699
d	W  -A-I -008-001-1400	1	mon0001131703
d	W  -A-I -008-001-1401	1	mon0001131704
d	W  -A-I -008-001-1437	1	mon0000634330
d	W  -A-I -008-001-1447	1	mon0001131729
d	W  -A-I -008-001-1453	1	mon0001131735
d	W  -A-I -008-001-1457	1	mon0001131738
d	W  -A-I -008-001-1464	1	mon0001131743
d	W  -A-I -008-001-1471	1	mon0001131749
d	W  -A-I -008-001-1475	1	mon0001131753
d	W  -A-I -008-001-1487	1	mon0001147381
d	W  -A-I -008-001-1489	1	mon0001147383
d	W  -A-I -008-001-1516	1	mon0001147400
d	W  -A-I -008-001-1519	1	mon0001147402
d	W  -A-I -008-001-1526	1	mon0001147405
d	W  -A-I -008-001-1527	1	mon0001132913
d	W  -A-I -008-001-1532	1	mon0000398344
d	W  -A-I -008-001-1533	1	mon0001147407
d	W  -A-I -008-001-1537	1	mon0001147409
d	W  -A-I -008-001-1560	1	mon0000544946
d	W  -A-I -008-001-1572	1	mon0000510072
d	W  -A-I -008-001-1580	1	mon0001184691
d	W  -A-I -008-001-1584	1	mon0000322047
d	W  -A-I -008-001-1598	1	mon0001112447
d	W  -A-I -008-001-1612	1	mon0000840888
d	W  -A-I -008-001-1622	1	mon0001184721
d	W  -A-I -008-001-1628	1	mon0000307714
d	W  -A-I -008-001-1639	1	mon0001040845
d	W  -A-I -008-001-1641	1	mon0001101702
d	W  -A-I -008-001-1646	1	mon0001184731
d	W  -A-I -008-001-1654	1	mon0001208717
d	W  -A-I -008-001-1665	1	mon0000494744
d	W  -A-I -008-001-1669	1	mon0001208737
d	W  -A-I -008-001-1670	1	mon0001208738
d	W  -A-I -008-001-1671	1	mon0000440493
d	W  -A-I -008-001-1672	1	mon0000440493
d	W  -A-I -008-001-1675	1	mon0000398762
d	W  -A-I -008-001-1678	1	mon0001208743
d	W  -A-I -008-001-1686	1	mon0001208747
d	W  -A-I -008-001-1687	1	mon0001208748
d	W  -A-I -008-001-1688	1	mon0000353297
d	W  -A-I -008-001-1697	1	mon0001208753
d	W  -A-I -008-001-1701	1	mon0001208757
d	W  -A-I -008-001-1707	1	mon0000460529
d	W  -A-I -008-001-1729	1	mon0001116322
d	W  -A-I -008-001-1733	1	mon0001227102
d	W  -A-I -008-001-1741	1	mon0001227104
d	W  -A-I -008-001-1742	1	mon0001227105
d	W  -A-I -008-001-1750	1	mon0001227122
d	W  -A-I -008-001-1760	1	mon0001227128
d	W  -A-I -008-001-1770	1	mon0000430208
d	W  -A-I -008-001-1779	1	mon0001227132
d	W  -A-I -008-001-1780	1	mon0001227133
d	W  -A-I -008-001-1783	1	mon0000332457
d	W  -A-I -008-001-1786	1	mon0001227135
d	W  -A-I -008-001-1787	1	mon0001227136
d	W  -A-I -008-001-1788	1	mon0001227137
d	W  -A-I -008-001-1789	1	mon0001227138
d	W  -A-I -008-001-1791	1	mon0001227140
d	W  -A-I -008-001-1815	1	mon0001227147
d	W  -A-I -009-001-403	1	mon0000880822
d	W  -A-I -009-001-405	1	mon0000913518
d	W  -A-I -009-001-1216	1	mon0001131874
d	W  -A-I -009-001-1223	1	mon0000502576
d	W  -A-I -009-001-1230	1	mon0001131878
d	W  -A-I -009-001-1354	1	mon0001184903
d	W  -A-I -009-001-1357	1	mon0000632494
d	W  -A-I -009-001-1362	1	mon0001160054
d	W  -A-I -009-001-1374	1	mon0000527415
d	W  -A-I -009-001-1387	1	mon0000466842
d	W  -A-I -009-001-1388	1	mon0001184913
d	W  -A-I -009-001-1390	1	mon0001184915
d	W  -A-I -009-001-1404	1	mon0001184925
d	W  -A-I -009-001-1422	1	mon0000348180
d	W  -A-I -009-001-1427	1	mon0001184936
d	W  -A-I -009-001-1429	1	mon0001184937
d	W  -A-I -009-001-1442	1	mon0001226005
d	W  -A-I -009-001-1444	1	mon0000343555
d	W  -A-I -009-001-1449	1	mon0001227156
d	W  -A-I -009-001-1456	1	mon0000549974
d	W  -A-I -009-001-1463	1	mon0001227159
d	W  -A-I -009-001-1488	1	mon0001207583
d	W  -A-I -009-001-1499	1	mon0001227170
d	W  -A-I -009-001-1500	1	mon0001227171
d	W  -A-I -009-001-1501	1	mon0001227172
d	W  -A-I -009-001-1509	1	mon0001227174
d	W  -A-I -009-001-1510	1	mon0001227174
d	W  -A-I -009-001-1519	1	mon0001198959
d	W  -A-I -009-001-1537	1	mon0001227185
d	W  -A-I -009-001-1543	1	mon0001227188
d	W  -A-I -009-001-1544	1	mon0001227189
d	W  -A-I -009-001-1552	1	mon0001227192
d	W  -A-I -009-001-1562	1	mon0001227198
d	W  -A-I -009-001-1564	1	mon0000359106
d	W  -A-I -009-001-1570	1	mon0001227203
d	W  -A-I -009-001-1571	1	mon0001227204
d	W  -A-I -009-001-1581	1	mon0000852888
d	W  -A-I -009-001-1582	1	mon0000402063
d	W  -A-I -009-001-1584	1	mon0000366632
d	W  -A-I -010-001-1015	1	mon0000348180
d	W  -A-I -010-001-1116	1	mon0000516690
d	W  -A-I -010-001-1222	1	mon0001049643
d	W  -A-I -010-001-1228	1	mon0001131840
d	W  -A-I -010-001-1238	1	mon0000554307
d	W  -A-I -010-001-1243	1	mon0000419571
d	W  -A-I -010-001-1252	1	mon0001184945
d	W  -A-I -010-001-1262	1	mon0001184952
d	W  -A-I -010-001-1284	1	mon0001072744
d	W  -A-I -010-001-1314	1	mon0001184974
d	W  -A-I -010-001-1335	1	mon0001184991
d	W  -A-I -010-001-1340	1	mon0001206248
d	W  -A-I -010-001-1350	1	mon0001206253
d	W  -A-I -010-001-1362	1	mon0001159045
d	W  -A-I -010-001-1366	1	mon0001206263
d	W  -A-I -010-001-1371	1	mon0001206267
d	W  -A-I -010-001-1374	1	mon0000919105
d	W  -A-I -010-001-1375	1	mon0001165720
d	W  -A-I -010-001-1389	1	mon0000558150
d	W  -A-I -010-001-1396	1	mon0001206283
d	W  -A-I -010-001-1399	1	mon0000372620
d	W  -A-I -010-001-1440	1	mon0001227219
d	W  -A-I -010-001-1441	1	mon0001227220
d	W  -A-I -010-001-1442	1	mon0001227221
d	W  -A-I -010-001-1444	1	mon0000366632
d	W  -A-I -010-001-1450	1	mon0001227223
d	W  -A-I -010-001-1465	1	mon0001227227
d	W  -A-I -010-001-1466	1	mon0000546048
d	W  -A-I -010-001-1467	1	mon0001227228
d	W  -A-I -010-001-1469	1	mon0000490775
d	W  -A-I -010-001-1472	1	mon0001227241
d	W  -A-I -010-001-1475	1	mon0001227243
d	W  -A-I -010-001-1478	1	mon0001227244
d	W  -A-I -010-001-1480	1	mon0001227245
d	W  -A-I -010-001-1483	1	mon0001227247
d	W  -A-I -010-001-1486	1	mon0001070119
d	W  -A-I -010-001-1488	1	mon0001175648
d	W  -A-I -010-001-1490	1	mon0000409988
d	W  -A-I -010-001-1495	1	mon0001227249
d	W  -A-I -010-001-1506	1	mon0000453869
d	W  -A-I -010-001-1508	1	mon0001138398
d	W  -A-I -011-001-592	1	mon0000145304
d	W  -A-I -011-001-657	1	mon0000906802
d	W  -A-I -011-001-1003	1	mon0000794430
d	W  -A-I -011-001-1006	1	mon0001066802
d	W  -A-I -011-001-1009	1	mon0000886077
d	W  -A-I -011-001-1031	1	mon0001087968
d	W  -A-I -011-001-1039	1	mon0001029838
d	W  -A-I -011-001-1040	1	mon0001029838
d	W  -A-I -011-001-1041	1	mon0001029838
d	W  -A-I -011-001-1042	1	mon0001029838
d	W  -A-I -011-001-1080	1	mon0001088000
d	W  -A-I -011-001-1109	1	mon0001088012
d	W  -A-I -011-001-1133	1	mon0001132016
d	W  -A-I -011-001-1138	1	mon0001132020
d	W  -A-I -011-001-1143	1	mon0001132034
d	W  -A-I -011-001-1147	1	mon0001123790
d	W  -A-I -011-001-1150	1	mon0001123790
d	W  -A-I -011-001-1226	1	mon0001132100
d	W  -A-I -011-001-1228	1	mon0000770083
d	W  -A-I -011-001-1231	1	mon0001132101
d	W  -A-I -011-001-1234	1	mon0001132103
d	W  -A-I -011-001-1243	1	mon0001184994
d	W  -A-I -011-001-1249	1	mon0001184999
d	W  -A-I -011-001-1251	1	mon0001185001
d	W  -A-I -011-001-1256	1	mon0001185005
d	W  -A-I -011-001-1257	1	mon0001185006
d	W  -A-I -011-001-1261	1	mon0001185010
d	W  -A-I -011-001-1262	1	mon0001185011
d	W  -A-I -011-001-1264	1	mon0001185013
d	W  -A-I -011-001-1300	1	mon0000347700
d	W  -A-I -011-001-1301	1	mon0000381825
d	W  -A-I -011-001-1307	1	mon0000561065
d	W  -A-I -011-001-1330	1	mon0001056517
d	W  -A-I -011-001-1336	1	mon0001185052
d	W  -A-I -011-001-1338	1	mon0000399463
d	W  -A-I -011-001-1349	1	mon0001045501
d	W  -A-I -011-001-1393	1	mon0001210366
d	W  -A-I -011-001-1396	1	mon0000529334
d	W  -A-I -011-001-1406	1	mon0001093519
d	W  -A-I -011-001-1414	1	mon0001210383
d	W  -A-I -011-001-1429	1	mon0001210389
d	W  -A-I -011-001-1433	1	mon0001227281
d	W  -A-I -011-001-1440	1	mon0000657703
d	W  -A-I -011-001-1446	1	mon0001227289
d	W  -A-I -011-001-1476	1	mon0000679434
d	W  -A-I -011-001-1486	1	mon0000393604
d	W  -A-I -011-001-1492	1	mon0001227326
d	W  -A-I -011-001-1493	1	mon0001227327
d	W  -A-I -012-001-649	1	mon0000342621
d	W  -A-I -012-001-1109	1	mon0000886077
d	W  -A-I -012-001-1225	1	mon0001132279
d	W  -A-I -012-001-1227	1	mon0001132280
d	W  -A-I -012-001-1231	1	mon0001132283
d	W  -A-I -012-001-1300	1	mon0001132331
d	W  -A-I -012-001-1322	1	mon0001132347
d	W  -A-I -012-001-1324	1	mon0001132349
d	W  -A-I -012-001-1335	1	mon0001132360
d	W  -A-I -012-001-1365	1	mon0001132389
d	W  -A-I -012-001-1377	1	mon0001132399
d	W  -A-I -012-001-1386	1	mon0001132408
d	W  -A-I -012-001-1398	1	mon0001132420
d	W  -A-I -012-001-1399	1	mon0001132421
d	W  -A-I -012-001-1406	1	mon0001143033
d	W  -A-I -012-001-1426	1	mon0000419819
d	W  -A-I -012-001-1472	1	mon0001143069
d	W  -A-I -012-001-1479	1	mon0001143073
d	W  -A-I -012-001-1556	1	mon0000419819
d	W  -A-I -012-001-1557	1	mon0000494043
d	W  -A-I -012-001-1561	1	mon0001185162
d	W  -A-I -012-001-1565	1	mon0000353896
d	W  -A-I -012-001-1573	1	mon0001210390
d	W  -A-I -012-001-1574	1	mon0001210391
d	W  -A-I -012-001-1578	1	mon0001210395
d	W  -A-I -012-001-1579	1	mon0001210396
d	W  -A-I -012-001-1581	1	mon0001210398
d	W  -A-I -012-001-1582	1	mon0001210399
d	W  -A-I -012-001-1583	1	mon0001210400
d	W  -A-I -012-001-1586	1	mon0001210403
d	W  -A-I -012-001-1608	1	mon0001210414
d	W  -A-I -012-001-1611	1	mon0001210416
d	W  -A-I -012-001-1634	1	mon0001210422
d	W  -A-I -012-001-1637	1	mon0001163461
d	W  -A-I -012-001-1643	1	mon0001227333
d	W  -A-I -012-001-1646	1	mon0001218471
d	W  -A-I -012-001-1647	1	mon0000527524
d	W  -A-I -012-001-1651	1	mon0001227336
d	W  -A-I -012-001-1654	1	mon0001227337
d	W  -A-I -012-001-1655	1	mon0001227338
d	W  -A-I -012-001-1661	1	mon0000518790
d	W  -A-I -012-001-1666	1	mon0000779365
d	W  -A-I -012-001-1672	1	mon0001227349
d	W  -A-I -012-001-1673	1	mon0000451510
d	W  -A-I -012-001-1683	1	mon0000792775
d	W  -A-I -012-001-1688	1	mon0001227357
d	W  -A-I -012-001-1703	1	mon0001227362
d	W  -A-I -012-001-1706	1	mon0000520156
d	W  -A-I -012-001-1708	1	mon0001209317
d	W  -A-I -012-001-1712	1	mon0001170908
d	W  -A-J -001-001-631	1	mon0000315831
d	W  -A-J -001-001-817	1	mon0000886077
d	W  -A-J -001-001-1173	1	mon0000346852
d	W  -A-J -001-001-1196	1	mon0000342743
d	W  -A-J -001-001-1215	1	mon0001132432
